survey;station;ss;dat;LON;LAT;gear;timestart;timestop;Durat_min;Durat_hrs;geardepthstart;opr;weight;Catch_hr_gear
2012901;90;2012901090;09.Nov.12;37,69416667;18,9455;TS;25.06.2013 14:05:00;25.06.2013 08:15:00;1090;18,16666667;28;AN;0;0
2013002;90;2013002090;04.Jun.13;38,4525;18,4405;TB;25.06.2013 17:46:00;25.06.2013 04:11:00;625;10,41666667;24;MA;0;0
2013002;91;2013002091;04.Jun.13;38,47633333;18,41783333;TB;25.06.2013 17:54:00;25.06.2013 06:35:00;760,98;12,683;44;MA;2,82;0,222344871
2012901;91;2012901091;09.Nov.12;37,70066667;18,93366667;TB;25.06.2013 09:11:00;25.06.2013 14:05:00;1733,98;28,89966667;26;AN;14,62;0,505888188
2013002;92;2013002092;04.Jun.13;38,4775;18,40616667;HL;25.06.2013 16:30:00;25.06.2013 18:30:00;1560;26;0;MA;16,36;0,629230769
2012901;92;2012901092;09.Nov.12;37,71233333;18,92116667;FL;25.06.2013 09:11:00;25.06.2013 16:00:00;1848,98;30,81633333;26;AN;1,5;0,048675486
2012901;93;2012901093;09.Nov.12;37,72066667;18,9165;TB;25.06.2013 16:28:00;25.06.2013 08:40:00;2411,98;40,19966667;7;EO;0;0
2013002;93;2013002093;05.Jun.13;37,74333333;18,73933333;TB;25.06.2013 12:03:00;25.06.2013 06:45:00;1122;18,7;7;MA;0;0
2012901;94;2012901094;10.Nov.12;37,55966667;18,92783333;TB;25.06.2013 13:56:00;25.06.2013 08:08:00;1092;18,2;14;EO;6,34;0,348351648
2013002;94;2013002094;05.Jun.13;37,7415;18,7485;TB;25.06.2013 12:15:00;25.06.2013 06:57:00;1122;18,7;12;MA;0;0
2012901;95;2012901095;10.Nov.12;38,50183333;18,744;TB;25.06.2013 14:00:00;25.06.2013 08:17:00;1097;18,28333333;31;AMIN;0,78;0,042661805
2013002;95;2013002095;06.Jun.13;37,751;18,75033333;TB;25.06.2013 12:29:00;25.06.2013 07:05:00;1116;18,6;14;MA;0,28;0,015053763
2012901;96;2012901096;10.Nov.12;37,54883333;18,9175;GN;25.06.2013 14:10:00;25.06.2013 08:23:00;1093;18,21666667;21;MA;0;0
2013002;96;2013002096;06.Jun.13;37,754;18,751;TB;25.06.2013 12:37:00;25.06.2013 07:20:00;1123;18,71666667;16;MA;0,31;0,016562778
